Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
Q08481	1	PECA1_MOUSE	reviewed	Platelet endothelial cell adhesion molecule (PECAM-1) (CD antigen CD31)	Pecam1 Pecam Pecam-1	Mus musculus (Mouse)	727
O70628	1	PDE9A_MOUSE	reviewed	"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (EC 3.1.4.35)"	Pde9a Pde8b	Mus musculus (Mouse)	534
P70181	1	PI51B_MOUSE	reviewed	Phosphatidylinositol 4-phosphate 5-kinase type-1 beta (PIP5KI-beta) (PtdIns(4)P-5-kinase 1 beta) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase beta) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha) (Phosphatidylinositol 4-phosphate 5-kinase type I beta) (PIP5KIbeta)	Pip5k1b	Mus musculus (Mouse)	539
Q91ZU9	1	NMD3B_MOUSE	reviewed	"Glutamate receptor ionotropic, NMDA 3B (GluN3B) (N-methyl-D-aspartate receptor subunit NR3B) (NMDAR3B) (NR3B) (NMDA receptor 4) (Nr4)"	Grin3b	Mus musculus (Mouse)	1003
Q64010	1	CRK_MOUSE	reviewed	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	Crk Crko	Mus musculus (Mouse)	304
O70589	1	CSKP_MOUSE	reviewed	Peripheral plasma membrane protein CASK (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase)	Cask Lin-2	Mus musculus (Mouse)	926
Q91YT8	1	CSCL1_MOUSE	reviewed	CSC1-like protein 1 (Transmembrane protein 63A)	Tmem63a Kiaa0792	Mus musculus (Mouse)	804
P57680	1	EVC_MOUSE	reviewed	Ellis-van Creveld syndrome protein homolog	Evc	Mus musculus (Mouse)	1005
Q6DYE8	1	ENPP3_MOUSE	reviewed	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (E-NPP 3) (Phosphodiesterase I beta) (PD-Ibeta) (Phosphodiesterase I/nucleotide pyrophosphatase 3) (CD antigen CD203c) [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]	Enpp3	Mus musculus (Mouse)	874
P0DP43	1	CTSRE_MOUSE	reviewed	Cation channel sperm-associated auxiliary subunit epsilon (CatSper-epsilon) (CatSperepsilon) (C1orf101-like protein)	Catspere Catspere1 Gm7068	Mus musculus (Mouse)	985
Q8BTJ4	1	ENPP4_MOUSE	reviewed	Bis(5'-adenosyl)-triphosphatase enpp4 (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4) (E-NPP 4) (NPP-4)	Enpp4 Kiaa0879	Mus musculus (Mouse)	456
Q8BLU0	1	FLRT2_MOUSE	reviewed	Leucine-rich repeat transmembrane protein FLRT2 (Fibronectin leucine rich transmembrane protein 2)	Flrt2 Kiaa0405	Mus musculus (Mouse)	660
Q059Y8	1	DCST1_MOUSE	reviewed	E3 ubiquitin-protein ligase DCST1 (EC 2.3.2.27) (DC-STAMP domain-containing protein 1) (RING-type E3 ubiquitin transferase)	Dcst1	Mus musculus (Mouse)	732
Q7TNJ0	1	DCSTP_MOUSE	reviewed	Dendritic cell-specific transmembrane protein (DC-STAMP) (mDC-STAMP) (Dendrocyte-expressed seven transmembrane protein) (Transmembrane 7 superfamily member 4)	Dcstamp Tm7sf4	Mus musculus (Mouse)	470
Q61851	1	FGFR3_MOUSE	reviewed	Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (Heparin-binding growth factor receptor) (CD antigen CD333)	Fgfr3 Mfr3 Sam3	Mus musculus (Mouse)	801
Q6XUX1	1	DUSTY_MOUSE	reviewed	Dual serine/threonine and tyrosine protein kinase (EC 2.7.12.1) (Dusty protein kinase) (Dusty PK) (Receptor-interacting serine/threonine-protein kinase 5)	Dstyk Ripk5	Mus musculus (Mouse)	927
Q7TMD7	1	DSG4_MOUSE	reviewed	Desmoglein-4	Dsg4	Mus musculus (Mouse)	1041
P58659	1	EVA1C_MOUSE	reviewed	Protein eva-1 homolog C (Protein FAM176C)	Eva1c Fam176c	Mus musculus (Mouse)	440
Q9DC51	1	GNAI3_MOUSE	reviewed	Guanine nucleotide-binding protein G(i) subunit alpha-3 (G(i) alpha-3)	Gnai3	Mus musculus (Mouse)	354
O88703	1	HCN2_MOUSE	reviewed	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Brain cyclic nucleotide-gated channel 2) (BCNG-2) (Hyperpolarization-activated cation channel 1) (HAC-1)	Hcn2 Bcng2 Hac1	Mus musculus (Mouse)	863
P04441	1	HG2A_MOUSE	reviewed	H-2 class II histocompatibility antigen gamma chain (Ia antigen-associated invariant chain) (Ii) (Ii chain) (MHC class II-associated invariant chain) (CD antigen CD74) [Cleaved into: Class-II-associated invariant chain peptide (CLIP)]	Cd74 Ii	Mus musculus (Mouse)	279
Q925Q3	1	NCLX_MOUSE	reviewed	"Mitochondrial sodium/calcium exchanger protein (Na(+)/K(+)/Ca(2+)-exchange protein 6) (Sodium/calcium exchanger protein, mitochondrial) (Sodium/potassium/calcium exchanger 6) (Solute carrier family 24 member 6) (Solute carrier family 8 member B1)"	Slc8b1 Nckx6 Nclx Slc24a6	Mus musculus (Mouse)	585
Q9DA75	1	NLS1_MOUSE	reviewed	Sodium-dependent lysophosphatidylcholine symporter 1 (NLS1) (Sodium-dependent LPC symporter 1) (Major facilitator superfamily domain-containing protein 2A)	Mfsd2a Mfsd2 Nls1	Mus musculus (Mouse)	534
O70131	1	NINJ1_MOUSE	reviewed	Ninjurin-1 (Nerve injury-induced protein 1) [Cleaved into: Secreted ninjurin-1 (Soluble ninjurin-1) (sNinJ1)]	Ninj1	Mus musculus (Mouse)	152
Q61983	1	NPT1_MOUSE	reviewed	Sodium-dependent phosphate transport protein 1 (Na(+)/PI cotransporter 1) (Renal Na(+)-dependent phosphate cotransporter 1) (Renal sodium-dependent phosphate transport protein 1) (Renal sodium-phosphate transport protein 1) (Sodium/phosphate cotransporter 1) (Solute carrier family 17 member 1)	Slc17a1 Npt1	Mus musculus (Mouse)	465
P0DI97	1	NRX1B_MOUSE	reviewed	Neurexin-1-beta (Neurexin I-beta)	Nrxn1	Mus musculus (Mouse)	468
P21803	1	FGFR2_MOUSE	reviewed	Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (Keratinocyte growth factor receptor) (KGFR) (CD antigen CD332)	Fgfr2 Bek Ect1	Mus musculus (Mouse)	821
Q91V87	1	FGRL1_MOUSE	reviewed	Fibroblast growth factor receptor-like 1 (FGF receptor-like protein 1) (Fibroblast growth factor receptor 5) (FGFR-5)	Fgfrl1 Fgfr5	Mus musculus (Mouse)	529
Q9QVP9	1	FAK2_MOUSE	reviewed	Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK)	Ptk2b Fak2 Pyk2 Raftk	Mus musculus (Mouse)	1009
Q9JIP6	1	FZD2_MOUSE	reviewed	Frizzled-2 (Fz-2) (mFz2) (Frizzled-10) (Fz-10) (mFz10)	Fzd2 Fzd10	Mus musculus (Mouse)	570
Q78HU7	1	GLPC_MOUSE	reviewed	Glycophorin-C (CD antigen CD236)	Gypc	Mus musculus (Mouse)	95
P58406	1	HRH3_MOUSE	reviewed	Histamine H3 receptor (H3R) (HH3R)	Hrh3	Mus musculus (Mouse)	445
P15261	1	INGR1_MOUSE	reviewed	Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (Interferon gamma receptor alpha-chain) (IFN-gamma-R-alpha) (CD antigen CD119)	Ifngr1 Ifngr	Mus musculus (Mouse)	477
O35664	1	INAR2_MOUSE	reviewed	Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha/beta receptor 2) (Type I interferon receptor 2)	Ifnar2	Mus musculus (Mouse)	513
Q61847	1	MEP1B_MOUSE	reviewed	Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B)	Mep1b Mep-1b	Mus musculus (Mouse)	704
P06795	1	MDR1B_MOUSE	reviewed	ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1B) (Multidrug resistance protein 1B) (EC 7.6.2.2) (P-glycoprotein 1) (Phospholipid transporter ABCB1) (EC 7.6.2.1) (CD antigen CD243)	Abcb1b Abcb1 Mdr1 Mdr1b Pgy1 Pgy1-1	Mus musculus (Mouse)	1276
Q9CQ86	1	MIEN1_MOUSE	reviewed	Migration and invasion enhancer 1	Mien1 Rdx12	Mus musculus (Mouse)	115
Q5FW52	1	MLIP_MOUSE	reviewed	Muscular LMNA-interacting protein (Cardiac Isl1-interacting protein) (CIP) (Muscular-enriched A-type laminin-interacting protein)	Mlip Cip	Mus musculus (Mouse)	269
Q8CIZ9	1	NOX1_MOUSE	reviewed	NADPH oxidase 1 (NOX-1) (EC 1.-.-.-)	Nox1	Mus musculus (Mouse)	591
Q6W049	1	OL688_MOUSE	reviewed	Olfactory receptor 688	Olfr688	Mus musculus (Mouse)	321
Q9EQ09	1	OLR1_MOUSE	reviewed	"Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]"	Olr1 Lox1	Mus musculus (Mouse)	363
Q8VG04	1	OL478_MOUSE	reviewed	Olfactory receptor 478 (Olfactory receptor 204-13)	Olfr478 Mor204-13	Mus musculus (Mouse)	314
Q9JIF7	1	COPB_MOUSE	reviewed	Coatomer subunit beta (Beta-coat protein) (Beta-COP)	Copb1 Copb	Mus musculus (Mouse)	953
Q8BWG9	1	CRCM1_MOUSE	reviewed	Calcium release-activated calcium channel protein 1 (Protein orai-1) (Transmembrane protein 142A)	Orai1 Cracm1 Tmem142a	Mus musculus (Mouse)	304
Q8C2K1	1	DEFI6_MOUSE	reviewed	Differentially expressed in FDCP 6 (DEF-6) (IRF4-binding protein) (SWAP-70-like adapter of T-cells)	Def6 Ibp Slat	Mus musculus (Mouse)	630
Q8VCJ6	1	MRGRF_MOUSE	reviewed	Mas-related G-protein coupled receptor member F (Mas-related gene F protein)	Mrgprf Mrgf	Mus musculus (Mouse)	343
Q8BLF1	1	NCEH1_MOUSE	reviewed	Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Acetylalkylglycerol acetylhydrolase) (2-acetyl MAGE hydrolase) (EC 3.1.1.71) (Arylacetamide deacetylase-like 1) (Chlorpyrifos oxon-binding protein) (CPO-BP)	Nceh1 Aadacl1 Kiaa1363	Mus musculus (Mouse)	408
E9Q3L2	1	PI4KA_MOUSE	reviewed	Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67)	Pi4ka Pik4 Pik4ca	Mus musculus (Mouse)	2105
Q9JIL4	1	NHRF3_MOUSE	reviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (CFTR-associated protein of 70 kDa) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3)	Pdzk1 Cap70 Nherf3	Mus musculus (Mouse)	519
Q99PD7	1	NCKX3_MOUSE	reviewed	Sodium/potassium/calcium exchanger 3 (Na(+)/K(+)/Ca(2+)-exchange protein 3) (Solute carrier family 24 member 3)	Slc24a3 Nckx3	Mus musculus (Mouse)	645
Q50H33	1	KCTD8_MOUSE	reviewed	BTB/POZ domain-containing protein KCTD8	Kctd8	Mus musculus (Mouse)	476
O54707	1	KLRD1_MOUSE	reviewed	Natural killer cells antigen CD94 (Killer cell lectin-like receptor subfamily D member 1) (CD antigen CD94)	Klrd1 Cd94	Mus musculus (Mouse)	179
Q61423	1	KCNA4_MOUSE	reviewed	Potassium voltage-gated channel subfamily A member 4 (Voltage-gated potassium channel subunit Kv1.4)	Kcna4	Mus musculus (Mouse)	654
P16390	1	KCNA3_MOUSE	reviewed	Potassium voltage-gated channel subfamily A member 3 (MK3) (Voltage-gated potassium channel subunit Kv1.3)	Kcna3	Mus musculus (Mouse)	528
Q63959	1	KCNC3_MOUSE	reviewed	Potassium voltage-gated channel subfamily C member 3 (KSHIIID) (Voltage-gated potassium channel subunit Kv3.3)	Kcnc3	Mus musculus (Mouse)	769
Q9Z0V2	1	KCND2_MOUSE	reviewed	Potassium voltage-gated channel subfamily D member 2 (Voltage-gated potassium channel subunit Kv4.2)	Kcnd2 Kiaa1044 MNCb-7013	Mus musculus (Mouse)	630
P23299	1	KCNE1_MOUSE	reviewed	Potassium voltage-gated channel subfamily E member 1 (Delayed rectifier potassium channel subunit IsK) (mISK) (IKs producing slow voltage-gated potassium channel subunit beta Mink) (Minimal potassium channel)	Kcne1	Mus musculus (Mouse)	129
Q9EQF4	1	JUNO_MOUSE	reviewed	Sperm-egg fusion protein Juno (Folate receptor 4) (Folate receptor delta) (FR-delta) (Folate-binding protein 3) (IZUMO1 receptor protein JUNO)	Izumo1r Folbp3 Folr4 Juno	Mus musculus (Mouse)	244
P04104	1	K2C1_MOUSE	reviewed	"Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Keratin-1) (K1) (Type-II keratin Kb1)"	Krt1 Krt2-1	Mus musculus (Mouse)	637
Q9JK45	1	KCNQ5_MOUSE	reviewed	Potassium voltage-gated channel subfamily KQT member 5 (KQT-like 5) (Potassium channel subunit alpha KvLQT5) (Voltage-gated potassium channel subunit Kv7.5)	Kcnq5	Mus musculus (Mouse)	933
A2AR95	1	LRAD3_MOUSE	reviewed	Low-density lipoprotein receptor class A domain-containing protein 3	Ldlrad3	Mus musculus (Mouse)	345
Q91W20	1	LRC26_MOUSE	reviewed	Leucine-rich repeat-containing protein 26 (BK channel auxiliary gamma subunit LRRC26)	Lrrc26	Mus musculus (Mouse)	331
Q8VI56	1	LRP4_MOUSE	reviewed	Low-density lipoprotein receptor-related protein 4 (LRP-4) (LDLR dan)	Lrp4 Kiaa0816	Mus musculus (Mouse)	1905
Q8BM54	1	MYLIP_MOUSE	reviewed	E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain-interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP)	Mylip	Mus musculus (Mouse)	445
Q9ERG0	1	LIMA1_MOUSE	reviewed	LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm) (mEPLIN)	Lima1 D15Ertd366e Eplin	Mus musculus (Mouse)	753
Q9WUC3	1	LY6H_MOUSE	reviewed	Lymphocyte antigen 6H (Ly-6H)	Ly6h	Mus musculus (Mouse)	139
Q00690	1	LYAM2_MOUSE	reviewed	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	Sele Elam-1	Mus musculus (Mouse)	612
Q8BLC3	1	LYPD1_MOUSE	reviewed	Ly6/PLAUR domain-containing protein 1 (Ly-6/neurotoxin-like protein 2) (Lynx2)	Lypd1 Lypdc1 MNCb-0671	Mus musculus (Mouse)	141
Q8HWE7	1	MILL1_MOUSE	reviewed	MHC class I-like protein MILL1 (MHC class I-like located near the leukocyte receptor complex 1)	Mill1	Mus musculus (Mouse)	395
Q4VA61	1	DSCL1_MOUSE	reviewed	Down syndrome cell adhesion molecule-like protein 1 homolog	Dscaml1	Mus musculus (Mouse)	2053
O09127	1	EPHA8_MOUSE	reviewed	Ephrin type-A receptor 8 (EC 2.7.10.1) (EPH- and ELK-related kinase) (Tyrosine-protein kinase receptor EEK)	Epha8 Eek	Mus musculus (Mouse)	1004
P10404	1	ENV1_MOUSE	reviewed	MLV-related proviral Env polyprotein [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]		Mus musculus (Mouse)	641
P63158	1	HMGB1_MOUSE	reviewed	High mobility group protein B1 (High mobility group protein 1) (HMG-1)	Hmgb1 Hmg-1 Hmg1	Mus musculus (Mouse)	215
P48356	1	LEPR_MOUSE	reviewed	Leptin receptor (LEP-R) (B219) (OB receptor) (OB-R) (CD antigen CD295)	Lepr Db Obr	Mus musculus (Mouse)	1162
P17047	1	LAMP2_MOUSE	reviewed	Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (Lysosomal membrane glycoprotein type B) (LGP-B) (CD antigen CD107b)	Lamp2 Lamp-2	Mus musculus (Mouse)	415
Q99N43	1	KREM1_MOUSE	reviewed	Kremen protein 1 (Dickkopf receptor) (Kringle domain-containing transmembrane protein 1) (Kringle-containing protein marking the eye and the nose)	Kremen1 Kremen	Mus musculus (Mouse)	473
P06240	1	LCK_MOUSE	reviewed	Proto-oncogene tyrosine-protein kinase LCK (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (p56-LCK)	Lck Lsk-t	Mus musculus (Mouse)	509
Q9D387	1	LAMP5_MOUSE	reviewed	Lysosome-associated membrane glycoprotein 5 (Brain and dendritic cell-associated LAMP) (Brain-associated LAMP-like protein) (BAD-LAMP) (Lysosome-associated membrane protein 5) (LAMP-5)	Lamp5	Mus musculus (Mouse)	280
Q99N69	1	LPXN_MOUSE	reviewed	Leupaxin	Lpxn	Mus musculus (Mouse)	386
Q5SXA9	1	KIBRA_MOUSE	reviewed	Protein KIBRA (Kidney and brain protein) (KIBRA) (WW domain-containing protein 1)	Wwc1 Kiaa0869	Mus musculus (Mouse)	1104
Q3UY51	1	LRC55_MOUSE	reviewed	Leucine-rich repeat-containing protein 55 (BK channel auxiliary gamma subunit LRRC55)	Lrrc55 Gm351	Mus musculus (Mouse)	298
Q5M8M9	1	LRC52_MOUSE	reviewed	Leucine-rich repeat-containing protein 52 (BK channel auxiliary gamma subunit LRRC52)	Lrrc52	Mus musculus (Mouse)	314
Q149R9	1	LPAR5_MOUSE	reviewed	Lysophosphatidic acid receptor 5 (LPA receptor 5) (LPA-5) (G-protein coupled receptor 92)	Lpar5 Gm1072 Gpr92	Mus musculus (Mouse)	372
Q52KR2	1	LRIG2_MOUSE	reviewed	Leucine-rich repeats and immunoglobulin-like domains protein 2 (LIG-2)	Lrig2 Kiaa0806	Mus musculus (Mouse)	1054
Q60700	1	M3K12_MOUSE	reviewed	Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase)	Map3k12 Zpk	Mus musculus (Mouse)	888
Q99KG5	1	LSR_MOUSE	reviewed	Lipolysis-stimulated lipoprotein receptor (Angulin-3) (Lipolysis-stimulated receptor) (Liver-specific bHLH-Zip transcription factor) (Liver-specific gene on mouse chromosome 7 protein)	Lsr Ildr3 Lisch7	Mus musculus (Mouse)	594
Q0PMG2	1	MDGA1_MOUSE	reviewed	MAM domain-containing glycosylphosphatidylinositol anchor protein 1	Mdga1	Mus musculus (Mouse)	956
P46662	1	MERL_MOUSE	reviewed	Merlin (Moesin-ezrin-radixin-like protein) (Neurofibromin-2) (Schwannomin)	Nf2 Nf-2	Mus musculus (Mouse)	596
Q8CJ26	1	NRADD_MOUSE	reviewed	Death domain-containing membrane protein NRADD (Neurotrophin receptor homolog-2) (NRH2) (Neurotrophin receptor-alike death domain protein)	Nradd	Mus musculus (Mouse)	228
Q8C4W3	1	NRN1L_MOUSE	reviewed	Neuritin-like protein (Candidate plasticity gene 15-2 protein)	Nrn1l Cpg15-2	Mus musculus (Mouse)	162
P21447	1	MDR1A_MOUSE	reviewed	ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1A) (MDR1A) (Multidrug resistance protein 1A) (EC 7.6.2.2) (Multidrug resistance protein 3) (P-glycoprotein 3) (Phospholipid transporter ABCB1) (EC 7.6.2.1)	Abcb1a Abcb4 Mdr1a Mdr3 Pgy-3 Pgy3	Mus musculus (Mouse)	1276
Q9JIB0	1	MOG1_MOUSE	reviewed	Ran guanine nucleotide release factor (RanGNRF) (Ran-binding protein MOG1)	Rangrf Mog1 Rangnrf	Mus musculus (Mouse)	185
Q61017	1	GBGT2_MOUSE	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2 (G gamma-C) (G-gamma-8)	Gngt2 Gng8 Gngt8	Mus musculus (Mouse)	69
Q01514	1	GBP1_MOUSE	reviewed	Guanylate-binding protein 1 (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (mGBP-1) (mGBP1) (Guanine nucleotide-binding protein 1) (Interferon-gamma-inducible protein MAG-1) (Interferon-induced guanylate-binding protein 1)	Gbp1 Gbp-1 Mag-1 Mpa1	Mus musculus (Mouse)	589
P62880	1	GBB2_MOUSE	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (G protein subunit beta-2) (Transducin beta chain 2)	Gnb2	Mus musculus (Mouse)	340
Q9DAS9	1	GBG12_MOUSE	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	Gng12	Mus musculus (Mouse)	72
Q9JMF3	1	GBG13_MOUSE	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13	Gng13	Mus musculus (Mouse)	67
P26049	1	GBRA3_MOUSE	reviewed	Gamma-aminobutyric acid receptor subunit alpha-3 (GABA(A) receptor subunit alpha-3)	Gabra3 Gabra-3	Mus musculus (Mouse)	492
P62812	1	GBRA1_MOUSE	reviewed	Gamma-aminobutyric acid receptor subunit alpha-1 (GABA(A) receptor subunit alpha-1)	Gabra1 Gabra-1	Mus musculus (Mouse)	455
Q9CXP8	1	GBG10_MOUSE	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	Gng10	Mus musculus (Mouse)	68
Q9D6F4	1	GBRA4_MOUSE	reviewed	Gamma-aminobutyric acid receptor subunit alpha-4 (GABA(A) receptor subunit alpha-4)	Gabra4	Mus musculus (Mouse)	552
Q61012	1	GBG1_MOUSE	reviewed	Guanine nucleotide-binding protein G(T) subunit gamma-T1 (Transducin gamma chain)	Gngt1 Gng1	Mus musculus (Mouse)	74
Q8BHJ7	1	GBRA5_MOUSE	reviewed	Gamma-aminobutyric acid receptor subunit alpha-5 (GABA(A) receptor subunit alpha-5)	Gabra5	Mus musculus (Mouse)	463
P63213	1	GBG2_MOUSE	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I)	Gng2	Mus musculus (Mouse)	71
P16305	1	GBRA6_MOUSE	reviewed	Gamma-aminobutyric acid receptor subunit alpha-6 (GABA(A) receptor subunit alpha-6)	Gabra6 Gabra-6	Mus musculus (Mouse)	453
P63216	1	GBG3_MOUSE	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	Gng3 Gngt3	Mus musculus (Mouse)	75
P50153	1	GBG4_MOUSE	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4	Gng4 Gngt4	Mus musculus (Mouse)	75
Q9ESM6	1	GDPD2_MOUSE	reviewed	Glycerophosphoinositol inositolphosphodiesterase GDPD2 (EC 3.1.4.43) (Glycerophosphodiester phosphodiesterase 3) (Glycerophosphodiester phosphodiesterase domain-containing protein 2) (Osteoblast differentiation promoting factor)	Gdpd2 Gde3 Obdpf	Mus musculus (Mouse)	539
Q80SZ7	1	GBG5_MOUSE	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	Gng5 Gngt5	Mus musculus (Mouse)	68
P50571	1	GBRB1_MOUSE	reviewed	Gamma-aminobutyric acid receptor subunit beta-1 (GABA(A) receptor subunit beta-1)	Gabrb1	Mus musculus (Mouse)	474
P63137	1	GBRB2_MOUSE	reviewed	Gamma-aminobutyric acid receptor subunit beta-2 (GABA(A) receptor subunit beta-2)	Gabrb2 Gabrb-2	Mus musculus (Mouse)	512
P63080	1	GBRB3_MOUSE	reviewed	Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3)	Gabrb3 Gabrb-3	Mus musculus (Mouse)	473
P22933	1	GBRD_MOUSE	reviewed	Gamma-aminobutyric acid receptor subunit delta (GABA(A) receptor subunit delta)	Gabrd	Mus musculus (Mouse)	449
Q9R0Y8	1	GBRG1_MOUSE	reviewed	Gamma-aminobutyric acid receptor subunit gamma-1 (GABA(A) receptor subunit gamma-1)	Gabrg1	Mus musculus (Mouse)	465
P10126	1	EF1A1_MOUSE	reviewed	Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1)	Eef1a1 Eef1a	Mus musculus (Mouse)	462
P52793	1	EFNA1_MOUSE	reviewed	"Ephrin-A1 (EPH-related receptor tyrosine kinase ligand 1) (LERK-1) (Immediate early response protein B61) [Cleaved into: Ephrin-A1, secreted form]"	Efna1 Epgl1 Epl1 Lerk1	Mus musculus (Mouse)	205
Q9JLN5	1	ERMAP_MOUSE	reviewed	Erythroid membrane-associated protein	Ermap	Mus musculus (Mouse)	566
A4FUQ5	1	FPRS4_MOUSE	reviewed	Formyl peptide receptor-related sequence 4 (N-formylpeptide receptor-like 4)	Fpr-rs4	Mus musculus (Mouse)	323
Q80TY0	1	FNBP1_MOUSE	reviewed	Formin-binding protein 1 (Formin-binding protein 17)	Fnbp1 Fbp17 Kiaa0554	Mus musculus (Mouse)	616
Q8BUV8	1	GP107_MOUSE	reviewed	Protein GPR107	Gpr107 Kiaa1624	Mus musculus (Mouse)	551
Q6PCP7	1	GP156_MOUSE	reviewed	Probable G-protein coupled receptor 156 (GABAB-related G-protein coupled receptor)	Gpr156 Gababl	Mus musculus (Mouse)	798
P07901	1	HS90A_MOUSE	reviewed	Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	Hsp90aa1 Hsp86 Hsp86-1 Hspca	Mus musculus (Mouse)	733
Q8K1C7	1	MOT14_MOUSE	reviewed	Monocarboxylate transporter 14 (MCT 14) (Solute carrier family 16 member 14)	Slc16a14 Mct14	Mus musculus (Mouse)	512
Q8BGC3	1	MOT12_MOUSE	reviewed	Monocarboxylate transporter 12 (MCT 12) (Solute carrier family 16 member 12)	Slc16a12 Mct12	Mus musculus (Mouse)	486
E9Q236	1	MRP4_MOUSE	reviewed	ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 4)	Abcc4 Mrp4	Mus musculus (Mouse)	1325
Q7TMA4	1	FFAR4_MOUSE	reviewed	Free fatty acid receptor 4 (G-protein coupled receptor 120) (G-protein coupled receptor GT01) (Omega-3 fatty acid receptor 1)	Ffar4 Gpr120 O3far1	Mus musculus (Mouse)	361
